Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth (cm) (shooting),Height of following sucker (cm) (shooting),Bunch weight (kg),Number of hands,Number of fruits in bunch,Weight of fruit (g),Number of functional leaves (shooting),Number of functional leaves (harvest),Disease development time (days),Average youngest leaf spotted (between weeks 17 to 21),Data for YLS are averaged per replication (per block)
YangambiKm5,B,10,YangambiKm5B10,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,6.54,
YangambiKm5,C,1,YangambiKm5C1,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6.22,
YangambiKm5,C,2,YangambiKm5C2,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6.22,
YangambiKm5,C,3,YangambiKm5C3,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,6.22,
YangambiKm5,C,4,YangambiKm5C4,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,6.22,
YangambiKm5,C,5,YangambiKm5C5,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,6.22,
YangambiKm5,C,6,YangambiKm5C6,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,6.22,
YangambiKm5,C,7,YangambiKm5C7,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,6.22,
YangambiKm5,C,8,YangambiKm5C8,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,6.22,
YangambiKm5,C,9,YangambiKm5C9,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,6.22,
YangambiKm5,C,10,YangambiKm5C10,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,6.22,
YangambiKm5,D,1,YangambiKm5D1,mother,1/4/2002,NA,NA,570,105,NA,NA,NA,NA,NA,9,NA,72,6.68531746,
YangambiKm5,D,2,YangambiKm5D2,mother,1/4/2002,NA,NA,610,110,NA,NA,NA,NA,NA,9,NA,71,6.68531746,
YangambiKm5,D,3,YangambiKm5D3,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,6.68531746,
YangambiKm5,D,4,YangambiKm5D4,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,6.68531746,
YangambiKm5,D,5,YangambiKm5D5,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,6.68531746,
YangambiKm5,D,6,YangambiKm5D6,mother,1/4/2002,4/5/2003,7/25/2003,NA,NA,NA,13.95,9,240,12.75,11,9,82,6.68531746,
YangambiKm5,D,7,YangambiKm5D7,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,72,6.68531746,
YangambiKm5,D,8,YangambiKm5D8,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,6.68531746,
YangambiKm5,D,9,YangambiKm5D9,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,6.68531746,
YangambiKm5,D,10,YangambiKm5D10,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,6.68531746,
FHIA25,A,1,FHIA25A1,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,8.3,
FHIA25,A,2,FHIA25A2,mother,1/4/2002,12/5/2002,4/26/2003,373,118,194,52.4,16,288,48.3,13,4,68,8.3,
FHIA25,A,3,FHIA25A3,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,8.3,
FHIA25,A,4,FHIA25A4,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,8.3,
FHIA25,A,5,FHIA25A5,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,8.3,
FHIA25,A,6,FHIA25A6,mother,1/4/2002,10/31/2002,2/1/2003,346,120,179,38.75,14,271,33.8,13,4,60,8.3,
FHIA25,A,7,FHIA25A7,mother,1/4/2002,12/8/2002,4/26/2003,382,110,252,34,16,300,30.9,12,4,69,8.3,
FHIA25,A,8,FHIA25A8,mother,1/4/2002,12/10/2002,4/26/2003,368,120,248,36.7,16,283,48.3,12,5,64,8.3,
FHIA25,A,9,FHIA25A9,mother,1/4/2002,11/29/2002,3/14/2003,352,115,268,27.3,14,257,24.1,12,NA,60,8.3,
FHIA25,A,10,FHIA25A10,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,8.3,
FHIA25,B,1,FHIA25B1,mother,1/4/2002,12/5/2002,4/4/2003,350,108,286,39.6,14,258,36.1,13,4,77,6.74,
FHIA25,B,2,FHIA25B2,mother,1/4/2002,1/15/2003,4/26/2003,358,110,295,48.7,16,302,44.2,13,6,75,6.74,
FHIA25,B,3,FHIA25B3,mother,1/4/2002,1/17/2003,4/26/2003,365,109,260,56.9,17,316,52.4,14,8,77,6.74,
FHIA25,B,4,FHIA25B4,mother,1/4/2002,12/29/2002,4/26/2003,349,113,300,48.8,17,316,44.7,13,7,54,6.74,
FHIA25,B,5,FHIA25B5,mother,1/4/2002,12/26/2002,4/26/2003,375,115,296,53.6,15,292,49.4,12,6,79,6.74,
FHIA25,B,6,FHIA25B6,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,6.74,
FHIA25,B,7,FHIA25B7,mother,1/4/2002,12/27/2002,4/4/2003,364,111,300,55.35,17,331,50.8,13,5,49,6.74,
FHIA25,B,8,FHIA25B8,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,6.74,
FHIA25,B,9,FHIA25B9,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,6.74,
FHIA25,B,10,FHIA25B10,mother,1/4/2002,11/29/2002,3/18/2003,356,106,286,52.5,16,313,47.5,12,6,54,6.74,
FHIA25,C,1,FHIA25C1,mother,1/4/2002,11/1/2002,3/14/2003,384,127,250,52.3,16,329,48,14,3,87,6.957142857,
FHIA25,C,2,FHIA25C2,mother,1/4/2002,12/17/2002,4/5/2003,368,118,234,NA,NA,NA,NA,13,NA,89,6.957142857,
FHIA25,C,3,FHIA25C3,mother,1/4/2002,11/29/2002,4/5/2003,373,124,202,NA,NA,NA,NA,13,NA,82,6.957142857,
FHIA25,C,4,FHIA25C4,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.957142857,
FHIA25,C,5,FHIA25C5,mother,1/4/2002,10/12/2002,2/1/2003,372,120,236,49.5,14,274,44.5,13,4,92,6.957142857,
FHIA25,C,6,FHIA25C6,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.957142857,
FHIA25,C,7,FHIA25C7,mother,1/4/2002,11/26/2002,4/5/2003,390,125,189,NA,NA,NA,NA,13,NA,95,6.957142857,
FHIA25,C,8,FHIA25C8,mother,1/4/2002,11/26/2002,4/5/2003,384,119,194,NA,NA,NA,NA,14,NA,97,6.957142857,
FHIA25,C,9,FHIA25C9,mother,1/4/2002,12/26/2002,4/5/2003,372,120,119,NA,NA,NA,NA,13,NA,110,6.957142857,
FHIA25,C,10,FHIA25C10,mother,1/4/2002,11/19/2002,3/14/2003,400,120,298,71.5,17,333,66.85,13,4,94,6.957142857,
FHIA25,D,1,FHIA25D1,mother,1/4/2002,11/13/2002,2/6/2003,340,108,178,35.1,14,240,30,12,9,80,8.68,
FHIA25,D,2,FHIA25D2,mother,1/4/2002,12/16/2002,4/5/2003,326,112,298,66.7,16,299,61.35,11,7,94,8.68,
FHIA25,D,3,FHIA25D3,mother,1/4/2002,12/18/2002,4/5/2003,352,117,207,61.75,16,305,56.45,12,7,86,8.68,
FHIA25,D,4,FHIA25D4,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.68,
FHIA25,D,5,FHIA25D5,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,8.68,
FHIA25,D,6,FHIA25D6,mother,1/4/2002,11/26/2002,4/5/2003,296,111,224,51.2,15,272,47.5,12,6,47,8.68,
FHIA25,D,7,FHIA25D7,mother,1/4/2002,11/20/2002,4/5/2003,368,100,140,52.1,14,257,47.9,11,7,66,8.68,
FHIA25,D,8,FHIA25D8,mother,1/4/2002,12/16/2002,4/5/2003,286,115,224,64.05,17,314,59.15,12,6,98,8.68,
FHIA25,D,9,FHIA25D9,mother,1/4/2002,11/29/2002,3/10/2003,345,112,204,50.8,15,280,46.2,12,12,66,8.68,
FHIA25,D,10,FHIA25D10,mother,1/4/2002,1/15/2003,4/26/2003,330,118,235,53.1,18,329,48.6,11,6,63,8.68,
FHIA21no68,A,1,FHIA21no68A1,mother,1/4/2002,8/22/2002,NA,343.8,77.3,208.6,NA,NA,NA,NA,11,NA,50,10.25714286,
FHIA21no68,A,2,FHIA21no68A2,mother,1/4/2002,10/19/2002,1/30/2003,376,77.3,132,25.4,8,114,23.1,12,6,76,10.25714286,
FHIA21no68,A,3,FHIA21no68A3,mother,1/4/2002,8/29/2002,12/10/2002,382,82,296,19.9,10,180,17.9,12,3,52,10.25714286,
FHIA21no68,A,4,FHIA21no68A4,mother,1/4/2002,9/2/2002,12/10/2002,372.5,81,317,17.95,11,201,15.75,12,2,65,10.25714286,
FHIA21no68,A,5,FHIA21no68A5,mother,1/4/2002,8/21/2002,12/7/2002,346,75,252,16.75,11,182,15.25,13,4,65,10.25714286,
FHIA21no68,A,6,FHIA21no68A6,mother,1/4/2002,11/4/2002,1/31/2003,350,85,200,24.65,9,133,22.45,10,4,69,10.25714286,
FHIA21no68,A,7,FHIA21no68A7,mother,1/4/2002,8/26/2002,12/10/2002,354.4,79.1,321.9,18.15,11,186,16.4,12,4,67,10.25714286,
FHIA21no68,A,8,FHIA21no68A8,mother,1/4/2002,8/14/2002,12/7/2002,321,79,279,20.9,11,186,19.35,13,5,67,10.25714286,
FHIA21no68,A,9,FHIA21no68A9,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,10.25714286,
FHIA21no68,A,10,FHIA21no68A10,mother,1/4/2002,9/30/2002,NA,343,74,326,NA,NA,NA,NA,10,NA,67,10.25714286,
FHIA21no68,B,1,FHIA21no68B1,mother,1/4/2002,8/19/2002,12/5/2002,339,75,225,18.05,11,176,16.15,9,4,60,7.4,
FHIA21no68,B,2,FHIA21no68B2,mother,1/4/2002,8/9/2002,NA,355.2,77.8,235,NA,NA,NA,NA,13,NA,57,7.4,
FHIA21no68,B,3,FHIA21no68B3,mother,1/4/2002,8/17/2002,12/5/2002,353,78.2,226,15.9,8,137,14.1,12,4,75,7.4,
FHIA21no68,B,4,FHIA21no68B4,mother,1/4/2002,8/28/2002,12/7/2002,371.5,78.7,314,15.75,11,180,13.85,10,5,72,7.4,
FHIA21no68,B,5,FHIA21no68B5,mother,1/4/2002,7/27/2002,11/16/2002,325.5,78.5,255,19.9,11,158,18,13,5,81,7.4,
FHIA21no68,B,6,FHIA21no68B6,mother,1/4/2002,7/29/2002,11/16/2002,325,74.5,259,16.8,11,176,15,11,4,68,7.4,
FHIA21no68,B,7,FHIA21no68B7,mother,1/4/2002,8/7/2002,NA,349,77,236,NA,NA,NA,NA,13,NA,53,7.4,
FHIA21no68,B,8,FHIA21no68B8,mother,1/4/2002,8/14/2002,NA,360,78,250,NA,NA,NA,NA,13,NA,70,7.4,
FHIA21no68,B,9,FHIA21no68B9,mother,1/4/2002,11/22/2002,2/22/2003,392,80,170,12,8,109,10.5,12,7,57,7.4,
FHIA21no68,B,10,FHIA21no68B10,mother,1/4/2002,8/12/2002,12/5/2002,331,80,245,20.1,12,203,18.05,12,4,53,7.4,
FHIA21no68,C,1,FHIA21no68C1,mother,1/4/2002,9/30/2002,1/25/2003,415,100,148,35.25,10,126,32.8,10,3,75,6.57015873,
FHIA21no68,C,2,FHIA21no68C2,mother,1/4/2002,10/1/2002,1/30/2003,414,97,124,23.15,8,120,20.4,11,5,42,6.57015873,
FHIA21no68,C,3,FHIA21no68C3,mother,1/4/2002,11/17/2002,2/22/2003,376,97,121,20.15,8,124,18.05,11,4,80,6.57015873,
FHIA21no68,C,4,FHIA21no68C4,mother,1/4/2002,7/23/2002,11/16/2002,331.5,88,271,16.17,10,173,14.6,12,4,80,6.57015873,
FHIA21no68,C,5,FHIA21no68C5,mother,1/4/2002,8/21/2002,12/28/2002,356,82.5,280,15.15,11,168,13.4,12,4,59,6.57015873,
FHIA21no68,C,6,FHIA21no68C6,mother,1/4/2002,9/24/2002,1/9/2003,402,101,172,24.65,8,113,21.75,11,3,89,6.57015873,
FHIA21no68,C,7,FHIA21no68C7,mother,1/4/2002,11/25/2002,2/22/2003,364,95,192,17.13,8,122,15.55,10,5,80,6.57015873,
FHIA21no68,C,8,FHIA21no68C8,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,6.57015873,
FHIA21no68,C,9,FHIA21no68C9,mother,1/4/2002,7/29/2002,NA,343,84.5,268.5,NA,NA,NA,NA,12,NA,89,6.57015873,
FHIA21no68,C,10,FHIA21no68C10,mother,1/4/2002,10/5/2002,1/25/2003,392,98,175,28.5,8,128,26,12,4,80,6.57015873,
FHIA21no68,D,1,FHIA21no68D1,mother,1/4/2002,11/18/2002,2/22/2003,358,83,74,NA,8,104,8.2,12,5,NA,7.266666667,
FHIA21no68,D,2,FHIA21no68D2,mother,1/4/2002,9/16/2002,1/25/2003,363,92,109,10.9,6,81,12.8,12,6,96,7.266666667,
FHIA21no68,D,3,FHIA21no68D3,mother,1/4/2002,8/17/2002,12/7/2002,349,79,262,26.2,11,161,13.75,14,4,83,7.266666667,
FHIA21no68,D,4,FHIA21no68D4,mother,1/4/2002,8/9/2002,NA,334.2,83.2,263.8,NA,NA,NA,NA,12,NA,89,7.266666667,
FHIA21no68,D,5,FHIA21no68D5,mother,1/4/2002,11/26/2002,3/14/2003,328,96,86,8.6,7,94,15.3,11,6,93,7.266666667,
FHIA21no68,D,6,FHIA21no68D6,mother,1/4/2002,10/3/2002,1/31/2003,346,94,148,14.8,8,122,24.3,10,3,99,7.266666667,
FHIA21no68,D,7,FHIA21no68D7,mother,1/4/2002,8/5/2002,11/16/2002,321,77.5,246,24.6,11,197,15.9,13,5,93,7.266666667,
FHIA21no68,D,8,FHIA21no68D8,mother,1/4/2002,10/12/2002,1/30/2003,400,85,140,14,8,119,15.05,10,3,92,7.266666667,
FHIA21no68,D,9,FHIA21no68D9,mother,1/4/2002,9/24/2002,1/29/2003,387,92,160,16,9,136,20.75,11,5,96,7.266666667,
FHIA21no68,D,10,FHIA21no68D10,mother,1/4/2002,8/3/2002,11/16/2002,305,78.5,272,27.2,10,170,14.7,12,5,93,7.266666667,
SH3640,A,1,SH3640A1,mother,1/4/2002,8/10/2002,11/29/2002,287.8,88,83.8,22.2,8,116,19.7,11,0,51,8.62,
SH3640,A,2,SH3640A2,mother,1/4/2002,8/17/2002,11/29/2002,311,89,131,18.5,7,96,15.55,9,0,41,8.62,
SH3640,A,3,SH3640A3,mother,1/4/2002,7/31/2002,11/25/2002,288,89.5,114.5,21.25,7,107,18.45,9,3,37,8.62,
SH3640,A,4,SH3640A4,mother,1/4/2002,8/10/2002,11/25/2002,309.2,89.9,87.4,20.65,7,99,18.05,10,2,46,8.62,
SH3640,A,5,SH3640A5,mother,1/4/2002,8/7/2002,11/29/2002,289,88.5,116,16.45,8,110,13.75,9,0,41,8.62,
SH3640,A,6,SH3640A6,mother,1/4/2002,7/31/2002,11/29/2002,273,83,114,15.95,8,106,13.5,10,0,41,8.62,
SH3640,A,7,SH3640A7,mother,1/4/2002,7/31/2002,11/25/2002,282,85.5,145,22.15,7,101,19.55,9,3,47,8.62,
SH3640,A,8,SH3640A8,mother,1/4/2002,9/3/2002,12/5/2002,308.2,87,75,18.6,9,108,16.8,10,5,41,8.62,
SH3640,A,9,SH3640A9,mother,1/4/2002,8/20/2002,12/3/2002,305,85,58,15.95,7,110,13.75,12,4,46,8.62,
SH3640,A,10,SH3640A10,mother,1/4/2002,8/7/2002,11/25/2002,286,83.6,125,21.3,7,101,18.9,9,4,37,8.62,
SH3640,B,1,SH3640B1,mother,1/4/2002,7/27/2002,11/15/2002,301.8,91.5,125.6,20.1,9,126,17.5,11,3,39,8.98,
SH3640,B,2,SH3640B2,mother,1/4/2002,8/3/2002,11/29/2002,298,90,111,20.55,8,114,17.9,10,4,45,8.98,
SH3640,B,3,SH3640B3,mother,1/4/2002,7/19/2002,11/20/2002,289,94.9,139,25.3,8,128,22.8,10,4,48,8.98,
SH3640,B,4,SH3640B4,mother,1/4/2002,7/23/2002,11/15/2002,312,97.5,148,22.7,7,100,20.26,11,5,51,8.98,
SH3640,B,5,SH3640B5,mother,1/4/2002,7/31/2002,11/15/2002,290,93.5,150,20.3,8,120,17.9,11,3,46,8.98,
SH3640,B,6,SH3640B6,mother,1/4/2002,7/29/2002,11/20/2002,285,92.4,150,26.5,9,162,23.6,10,4,45,8.98,
SH3640,B,7,SH3640B7,mother,1/4/2002,7/29/2002,11/15/2002,282,85.8,141.5,17.6,8,101,15.5,10,3,45,8.98,
SH3640,B,8,SH3640B8,mother,1/4/2002,7/27/2002,11/20/2002,306.3,91.7,124.4,28.1,8,133,25.3,11,3,41,8.98,
SH3640,B,9,SH3640B9,mother,1/4/2002,8/28/2002,12/7/2002,285,70.6,10,9.6,8,94,8.1,11,6,44,8.98,
SH3640,B,10,SH3640B10,mother,1/4/2002,8/3/2002,11/15/2002,299,90.6,167,20.3,8,120,18.2,10,4,42,8.98,
SH3640,C,1,SH3640C1,mother,1/4/2002,10/14/2002,2/8/2003,290,82,149,11.8,6,67,10.65,10,2,44,8.06,
SH3640,C,2,SH3640C2,mother,1/4/2002,8/20/2002,12/3/2002,273,85.2,109,23.6,9,166,21,10,4,44,8.06,
SH3640,C,3,SH3640C3,mother,1/4/2002,9/9/2002,12/31/2002,255,67,52,10.7,7,63,9.7,10,3,62,8.06,
SH3640,C,4,SH3640C4,mother,1/4/2002,8/17/2002,12/3/2002,271,86.5,122,24.35,9,137,21.75,11,3,45,8.06,
SH3640,C,5,SH3640C5,mother,1/4/2002,8/10/2002,12/2/2002,269.7,85.2,121.7,21.65,8,117,19,11,4,56,8.06,
SH3640,C,6,SH3640C6,mother,1/4/2002,8/24/2002,12/24/2002,297.5,82.6,103,20.6,8,112,18.85,11,4,53,8.06,
SH3640,C,7,SH3640C7,mother,1/4/2002,9/13/2002,12/31/2002,291,87.7,137,16.15,7,94,14.25,10,4,56,8.06,
SH3640,C,8,SH3640C8,mother,1/4/2002,9/16/2002,1/7/2003,270,70.2,44,14.1,7,75,12.55,9,7,56,8.06,
SH3640,C,9,SH3640C9,mother,1/4/2002,8/30/2002,12/24/2002,263,77,80,16.85,7,86,15.25,8,3,48,8.06,
SH3640,C,10,SH3640C10,mother,1/4/2002,8/17/2002,12/3/2002,264,88,139,21.8,8,128,19.2,9,3,45,8.06,
SH3640,D,1,SH3640D1,mother,1/4/2002,8/14/2002,11/28/2002,300,94,141,16.8,8,98,14.1,11,5,44,9.364444444,
SH3640,D,2,SH3640D2,mother,1/4/2002,8/16/2002,11/28/2002,298,91,109,19.9,8,105,17.35,10,5,44,9.364444444,
SH3640,D,3,SH3640D3,mother,1/4/2002,8/2/2002,11/28/2002,293,92,153,22.1,9,124,19.4,11,5,53,9.364444444,
SH3640,D,4,SH3640D4,mother,1/4/2002,8/28/2002,12/28/2002,309,85,97,28.4,8,113,26.2,11,3,53,9.364444444,
SH3640,D,5,SH3640D5,mother,1/4/2002,8/7/2002,11/28/2002,269,84.4,108,23.1,8,112,20.9,12,5,59,9.364444444,
SH3640,D,6,SH3640D6,mother,1/4/2002,8/10/2002,11/28/2002,271.8,87.6,122.8,22.35,8,115,19.6,12,4,49,9.364444444,
SH3640,D,7,SH3640D7,mother,1/4/2002,8/3/2002,11/29/2002,278,84.2,147,20.05,8,109,17.45,9,0,49,9.364444444,
SH3640,D,8,SH3640D8,mother,1/4/2002,8/21/2002,12/3/2002,308,89.8,126,22.25,9,110,19.75,12,4,50,9.364444444,
SH3640,D,9,SH3640D9,mother,1/4/2002,8/2/2002,11/25/2002,304,88.3,143,22.3,8,117,20,10,3,40,9.364444444,
SH3640,D,10,SH3640D10,mother,1/4/2002,8/20/2002,12/3/2002,320,88.8,135,23.5,9,121,20.9,11,3,48,9.364444444,
FHIA03,A,1,FHIA03A1,mother,1/4/2002,9/30/2002,1/27/2003,325,96,184,29.7,8,129,26.9,12,5,61,9.72,
FHIA03,A,2,FHIA03A2,mother,1/4/2002,9/9/2002,1/3/2003,350,105,169,24.55,9,137,21.85,12,6,57,9.72,
FHIA03,A,3,FHIA03A3,mother,1/4/2002,9/5/2002,12/3/2002,359.2,99,203,20.5,9,137,17.5,10,3,57,9.72,
FHIA03,A,4,FHIA03A4,mother,1/4/2002,10/9/2002,1/28/2003,378,102,203,30.8,9,132,28.2,12,7,62,9.72,
FHIA03,A,5,FHIA03A5,mother,1/4/2002,9/2/2002,12/9/2002,343,100,200,21.1,9,146,18.9,12,7,57,9.72,
FHIA03,A,6,FHIA03A6,mother,1/4/2002,9/26/2002,1/9/2003,350,102,210,16.75,6,92,13.9,12,6,51,9.72,
FHIA03,A,7,FHIA03A7,mother,1/4/2002,10/18/2002,2/22/2003,374,103,189,33,9,132,31.5,12,6,66,9.72,
FHIA03,A,8,FHIA03A8,mother,1/4/2002,9/17/2002,1/9/2003,380,100,253,19.1,7,116,16.6,12,7,58,9.72,
FHIA03,A,9,FHIA03A9,mother,1/4/2002,9/5/2002,12/23/2002,358,96,223,22.85,10,154,20.15,13,6,58,9.72,
FHIA03,A,10,FHIA03A10,mother,1/4/2002,9/13/2002,1/3/2003,347,90,168,20.1,8,126,17.85,13,6,53,9.72,
FHIA03,B,1,FHIA03B1,mother,1/4/2002,9/12/2002,12/23/2002,353,105,187,24.45,10,148,20.35,12,5,51,9.688888889,
FHIA03,B,2,FHIA03B2,mother,1/4/2002,8/26/2002,12/4/2002,347.7,107.8,209.8,23.25,10,153,20.05,13,5,54,9.688888889,
FHIA03,B,3,FHIA03B3,mother,1/4/2002,8/28/2002,12/9/2002,358,100.5,200,23.5,9,146,20.25,12,5,54,9.688888889,
FHIA03,B,4,FHIA03B4,mother,1/4/2002,9/18/2002,1/3/2003,369.5,105,200,30.9,9,145,26.9,12,5,61,9.688888889,
FHIA03,B,5,FHIA03B5,mother,1/4/2002,8/21/2002,12/9/2002,329,101.5,205,26.65,10,161,23,12,4,54,9.688888889,
FHIA03,B,6,FHIA03B6,mother,1/4/2002,9/7/2002,12/23/2002,360,104,232,26,9,148,21.65,11,4,57,9.688888889,
FHIA03,B,7,FHIA03B7,mother,1/4/2002,9/11/2002,12/23/2002,341,106,165,25.65,10,164,21.1,15,4,49,9.688888889,
FHIA03,B,8,FHIA03B8,mother,1/4/2002,11/1/2002,2/8/2003,336,105,230,23,10,161,19.35,11,4,57,9.688888889,
FHIA03,B,9,FHIA03B9,mother,1/4/2002,9/24/2002,2/22/2003,372,109,182,24,9,134,22.2,11,7,61,9.688888889,
FHIA03,B,10,FHIA03B10,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.688888889,
FHIA03,C,1,FHIA03C1,mother,1/4/2002,9/21/2002,1/8/2003,336,91,208,21.85,9,133,19.7,13,6,58,10.82,
FHIA03,C,2,FHIA03C2,mother,1/4/2002,9/7/2002,1/7/2003,324,92,203,22.15,8,125,20.15,14,7,68,10.82,
FHIA03,C,3,FHIA03C3,mother,1/4/2002,9/18/2002,2/8/2003,353,110,175,19.5,7,98,17.4,12,6,54,10.82,
FHIA03,C,4,FHIA03C4,mother,1/4/2002,9/2/2002,12/24/2002,350,94,218,23,9,128,20.2,13,3,58,10.82,
FHIA03,C,5,FHIA03C5,mother,1/4/2002,10/11/2002,2/8/2003,347,101,152,22.45,10,142,20.4,11,6,58,10.82,
FHIA03,C,6,FHIA03C6,mother,1/4/2002,9/26/2002,2/8/2003,319,98,126,19.25,5,80,16.8,15,6,59,10.82,
FHIA03,C,7,FHIA03C7,mother,1/4/2002,9/16/2002,1/7/2003,327,94,177,29.7,10,150,26.6,12,6,68,10.82,
FHIA03,C,8,FHIA03C8,mother,1/4/2002,8/28/2002,12/26/2002,328,93,200,24.9,8,130,22.3,13,3,89,10.82,
FHIA03,C,9,FHIA03C9,mother,1/4/2002,10/12/2002,2/8/2003,356,104,180,27.3,9,136,25.2,12,5,76,10.82,
FHIA03,C,10,FHIA03C10,mother,1/4/2002,9/28/2002,2/8/2003,339,95,146,30.3,9,133,27.25,12,5,68,10.82,
FHIA03,D,1,FHIA03D1,mother,1/4/2002,8/16/2002,12/7/2002,321,95,322,20.05,10,164,17.05,10,7,66,10.7,
FHIA03,D,2,FHIA03D2,mother,1/4/2002,9/9/2002,1/4/2003,305,100,185.5,19.9,9,149,17.65,12,8,58,10.7,
FHIA03,D,3,FHIA03D3,mother,1/4/2002,10/21/2002,1/25/2003,371,110,192,25.83,8,124,22.75,13,7,77,10.7,
FHIA03,D,4,FHIA03D4,mother,1/4/2002,9/7/2002,12/9/2002,343,104,200,27.05,10,164,22.9,13,4,62,10.7,
FHIA03,D,5,FHIA03D5,mother,1/4/2002,9/21/2002,1/9/2003,342,96,183,25.75,10,162,22.05,14,4,71,10.7,
FHIA03,D,6,FHIA03D6,mother,1/4/2002,8/27/2002,12/9/2002,327.9,105.7,200,22.9,10,177,19.6,11,6,75,10.7,
FHIA03,D,7,FHIA03D7,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.7,
FHIA03,D,8,FHIA03D8,mother,1/4/2002,9/28/2002,NA,378,107,200,NA,NA,NA,NA,12,NA,72,10.7,
FHIA03,D,9,FHIA03D9,mother,1/4/2002,9/16/2002,1/4/2003,371.5,110,220,21.8,10,162,18.35,13,7,75,10.7,
FHIA03,D,10,FHIA03D10,mother,1/4/2002,10/21/2002,1/25/2003,385,118,205,19.05,8,130,16.25,8,6,65,10.7,
BITA2,A,1,BITA2A1,mother,1/4/2002,11/24/2002,3/18/2003,400,92,320,16.8,8,130,14.4,11,6,76,8.32,
BITA2,A,2,BITA2A2,mother,1/4/2002,12/10/2002,4/4/2003,412,108,364,16.85,10,161,14.85,12,0,NA,8.32,
BITA2,A,3,BITA2A3,mother,1/4/2002,12/10/2002,4/4/2003,420,110,332,13.95,9,139,12.2,12,6,76,8.32,
BITA2,A,4,BITA2A4,mother,1/4/2002,12/8/2002,4/4/2003,412,105,342,13.8,8,129,11.9,11,6,69,8.32,
BITA2,A,5,BITA2A5,mother,1/4/2002,2/4/2003,6/11/2003,426,112,364,33.25,9,146,13.25,12,9,67,8.32,
BITA2,A,6,BITA2A6,mother,1/4/2002,11/29/2002,4/4/2003,430,108,312,16.4,8,125,14.45,11,7,67,8.32,
BITA2,A,7,BITA2A7,mother,1/4/2002,1/8/2003, 26/04/2003,435,110,400,19.8,8,130,18,13,6,71,8.32,
BITA2,A,8,BITA2A8,mother,1/4/2002,NA,NA,426,98,264,19.4,10,155,17.3,12,5,NA,NA,
BITA2,A,9,BITA2A9,mother,1/4/2002,12/14/2002,4/4/2003,417,98,238,14.4,9,141,13.1,11,8,67,8.32,
